CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
SCABER_URINARY_TRACT,SCaBER,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","5.87,-5.7,21.2,-9.4,-24,-46,-62,-72","9.63,11.3,17.0,6.68,11.1,.38,4.98,1.46",8,Sigmoid,0.480014205,1.022791624,-71.95261383,1.258
SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".66,-2.4,23.1,17.6,6.07,-20,-68,-76",".47,5.13,4.03,11.8,9.90,11.2,2.70,6.21",8,Sigmoid,1.044005156,1.441438317,-75.42220306,1.4881
SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","31.4,-13,46.4,16.8,9.57,-23,-57,-66","1.66,15.9,12.6,17.3,8.32,6.68,23.1,.049",8,Sigmoid,0.715568304,2.39256382,-65.33223724,1.5306
SF126_CENTRAL_NERVOUS_SYSTEM,SF126,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","10.8,3.70,1.74,-16,-22,-39,-46,-76","8.13,4.26,2.23,4.09,3.65,5.34,6.86,1.92",8,Sigmoid,8.610100031,2.164703608,-72.79646301,1.8753
SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.37,3.73,3.95,.46,-29,-29,-54,-73","14.9,.14,10.2,10.2,18.0,1.99,1.04,4.06",8,Sigmoid,2.732515097,2.269133568,-73.27650452,1.337
SF8657,SF8657,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","11.6,13.8,-9.7,-4.6,-44,-48,-66,-47","12.9,16.3,2.86,4.36,7.90,10.0,2.94,7.86",8,Sigmoid,0.137315527,0.5038746,-55.63247299,1.4917
SH10TC_STOMACH,SH-10-TC,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,11.0,4.19,-6.0,-24,-23,-32,-60","7.68,8.13,5.37,6.46,3.41,3.94,7.38,.54",8,Sigmoid,8.744041089,5.334225178,-58.62204361,1.0873
SHP77_LUNG,SHP-77,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.99,26.6,-6.5,13.8,7.66,.28,-17,-12","5.15,0,6.78,0,.98,0,22.8,17.7",8,Constant,NA,8,0.283003151,0.4491
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","23.0,13.1,27.8,-20,-73,-88,-95,-97","6.58,13.6,4.92,22.6,1.78,2.12,.21,.11",8,Sigmoid,0.122788765,0.157103524,-94.08138275,3.8609
SIMA_AUTONOMIC_GANGLIA,SIMA,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.4,20.2,39.4,-4.6,-3.6,-10,-40,-82","19.7,34.7,15.1,26.1,8.97,8.81,8.50,1.88",8,Sigmoid,3.375017643,3.245390654,-81.63391113,2.1238
SJRH30_SOFT_TISSUE,SJRH30,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.74,1.02,.91,4.67,-11,-6.8,-43,-73","6.53,1.37,3.33,9.09,11.1,.13,3.58,4.41",8,Sigmoid,2.271232128,3.009560108,-73.49610901,1.2862
SJSA1_BONE,SJSA-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","18.6,9.13,34.8,1.99,-3.9,-4.6,-43,-58","17.5,4.27,23.8,10.2,23.3,10.4,12.6,1.78",8,Sigmoid,1.51390636,3.515434504,-58.67353821,1.1671
SKBR3_BREAST,SK-BR-3,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.80,7.36,25.6,-4.4,-7.6,-33,-41,-76","27.5,.37,13.5,.70,18.9,19.4,18.7,.096",8,Sigmoid,8.306926671,2.961314678,-75.18147278,1.4072
SKCO1_LARGE_INTESTINE,SK-CO-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","12.6,19.9,14.0,9.70,-10,-1.1,-27,-68","5.37,8.45,13.4,13.8,10.3,8.28,15.5,6.04",8,Sigmoid,8.544470857,5.156407833,-67.19104004,1.0695
SKES1_BONE,SK-ES-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.9,3.24,.29,-41,-54,-61,-51,-75","4.35,20.5,1.63,7.47,6.09,5.02,1.56,.87",8,Sigmoid,0.069707863,0.096142791,-59.26882553,2.7301
SKHEP1_LIVER,SK-HEP-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","9.97,16.2,-3.7,-23,-57,-68,-73,-76","11.4,1.24,10.6,13.9,1.56,1.05,2.67,.35",8,Sigmoid,0.072573088,0.173974246,-74.00389099,2.3493
SKLU1_LUNG,SK-LU-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","13.0,23.3,7.93,-4.5,-29,-50,-41,-63","3.79,8.11,1.25,9.76,2.59,.98,20.0,2.98",8,Sigmoid,0.189123616,0.875099957,-61.16564941,2.0361
SKMEL2_SKIN,SK-MEL-2,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,4.59,30.6,62.6,-7.7,-17,-51,-52","23.3,6.59,17.1,12.0,16.3,8.68,6.19,2.32",8,Sigmoid,0.868356526,3.493094444,-54.71715164,1.6529
SKMEL24_SKIN,SK-MEL-24,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.49,4.30,-4.4,-5.1,-21,-36,-47,-50","7.90,1.14,19.3,.67,7.59,7.43,2.59,4.34",8,Sigmoid,0.303963453,6.284200668,-50.39306259,1.1696
SKMEL30_SKIN,SK-MEL-30,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.42,.49,16.2,-10,-12,-40,-66,-76","5.87,8.87,4.51,.33,3.56,5.31,.69,.80",8,Sigmoid,0.730343461,1.200746655,-76.59079742,1.63
SKMEL31_SKIN,SK-MEL-31,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.5,.74,-6.9,-7.1,-10,-24,-31,-37","23.2,31.2,11.9,11.3,.48,4.89,2.74,2.29",8,Sigmoid,0.5474841,8,-36.43355179,0.9376
SKMEL5_SKIN,SK-MEL-5,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.65,-.91,1.66,-9.8,-47,-55,-77,-85","12.8,26.3,5.68,9.12,9.84,2.35,1.06,.36",8,Sigmoid,0.296922684,0.523400962,-84.69463348,3.0013
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","9.99,10.3,-3.3,-36,-54,-58,-72,-71","7.02,.17,11.6,1.97,6.23,1.30,.052,2.80",8,Sigmoid,0.063422173,0.185942814,-69.31681061,2.9091
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","10.9,69.9,13.9,39.4,18.6,19.7,-16,-51","16.4,5.77,25.6,5.94,8.93,46.7,12.5,20.0",8,Linear,NA,6.289893955,-51.9716568,0.6933
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.04,7.94,-.59,5.70,-5.7,-.36,-21,-41","21.0,2.06,5.65,4.17,4.83,8.70,9.65,4.37",8,Sigmoid,8.34945341,8,-40.91276932,0.6303
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","2.08,47.1,-2.9,43.2,-12,-34,-35,-63","15.9,8.68,9.84,10.9,13.2,21.2,9.14,8.70",8,Linear,NA,1.829606764,-62.52544785,1.5365
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","24.9,-5.1,1.49,-19,-28,-37,-53,-76","6.32,18.4,5.44,26.6,8.93,9.21,17.3,6.71",8,Sigmoid,8.396658964,1.577458739,-72.06235504,1.9759
SKOV3_OVARY,SK-OV-3,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.74,16.8,6.39,10.3,-44,-50,-61,-61","9.08,8.01,8.79,3.84,8.87,15.7,4.67,12.5",8,Sigmoid,0.133482993,0.24052918,-65.31209564,1.9759
SNGM_ENDOMETRIUM,SNG-M,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","4.77,6.39,-.050,-10,-22,-59,-72,-87","4.36,7.73,.54,4.90,6.18,8.69,8.54,2.45",8,Sigmoid,0.509527683,0.670264721,-86.34413147,2.4101
SNU1_STOMACH,SNU-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.65,7.06,.97,2.93,-10,-25,-66,-89","6.02,5.10,11.5,2.05,10.7,5.82,6.82,1.31",8,Sigmoid,1.446323514,1.618575096,-89.00267792,1.8226
SNU16_STOMACH,SNU-16,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.68,.61,13.1,-.034,-28,-45,-76,-93",".49,.28,22.7,12.9,5.20,27.0,2.13,1.76",8,Sigmoid,0.773437798,0.73549968,-92.83595276,2.3484
SNU182_LIVER,SNU-182,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","15.0,3.41,4.73,-7.3,-13,-16,-4.4,-49","5.63,10.4,5.63,.71,13.0,5.56,14.7,8.25",8,Sigmoid,8.278601958,8,-48.4734993,0.837
SNU398_LIVER,SNU-398,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.86,4.76,5.64,-4.0,-11,-25,-34,-73","11.6,25.0,8.01,30.8,14.3,6.29,.22,.89",8,Sigmoid,8.740382508,3.988280773,-71.77818298,1.397
SNU423_LIVER,SNU-423,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".44,-5.0,-1.5,-2.0,-7.7,-7.6,-2.5,-66","1.11,12.1,10.6,8.83,7.00,8.43,.085,1.62",8,Sigmoid,8.373536077,7.459294796,-65.49053192,0.6721
SNU449_LIVER,SNU-449,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,-.51,2.43,-2.6,-2.5,-22,-25,-53","12.3,1.17,.47,5.51,2.82,3.91,1.22,10.3",8,Sigmoid,8.307951204,7.266570091,-52.4076004,0.8266
SNU475_LIVER,SNU-475,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","43.6,-15,40.6,-21,-11,-46,-17,-80",".31,5.32,69.1,14.1,9.00,17.0,7.48,13.5",8,Linear,NA,1.217294843,-77.29985809,1.972
SNUC2A_LARGE_INTESTINE,SNU-C2A,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,12.2,-4.7,27.9,-15,14.0,-20,-40","7.02,10.9,6.32,14.2,10.3,4.99,4.61,4.80",8,Linear,NA,8,-41.76810074,0.8695
SNUC2B,SNU-C2B,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","17.2,-1.3,19.8,11.9,24.3,-7.4,-.88,-48","45.4,18.1,16.8,11.0,33.8,28.5,21.4,4.23",8,Sigmoid,9.131948105,8,-46.93885422,0.6327
SU8686_PANCREAS,SU.86.86,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.15,-2.8,6.91,2.48,-8.0,-19,-44,-58","4.95,1.23,4.02,4.61,3.91,1.20,10.2,5.96",8,Sigmoid,1.39274025,3.908943176,-57.87843323,1.1501
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","11.7,-13,-1.1,12.8,-2.0,6.12,-2.9,-81","22.2,.77,5.42,13.9,13.1,2.89,6.45,13.6",8,Sigmoid,4.799948215,5.109413147,-80.66171265,0.838
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","26.0,4.98,20.0,8.08,5.12,-6.1,-46,-79","13.4,27.4,10.7,3.50,3.79,8.37,9.76,4.09",8,Sigmoid,6.391615391,3.263538599,-79.81704712,1.5231
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,13.5,29.7,.81,-17,8.66,-20,-61","0,0,0,0,0,0,0,0",8,Sigmoid,2.785659552,3.805667639,-61.46827316,1.4077
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","5.21,-5.8,10.1,-3.8,19.2,-5.3,-55,-88","20.5,21.6,16.4,16.4,9.91,1.02,3.19,.29",8,Sigmoid,1.894678116,2.263980389,-88.26190948,1.7772
SUIT2_PANCREAS,SUIT-2,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","11.3,5.57,5.29,-1.0,-21,-48,-65,-76","7.22,8.99,2.44,1.71,11.7,6.46,7.17,1.82",8,Sigmoid,1.223981857,1.740614414,-76.4575882,1.8839
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.4,1.88,29.3,10.5,11.2,-6.8,-10,-58","6.97,20.4,.82,16.3,12.7,5.30,7.07,18.7",8,Linear,NA,2.444148315,-57.13352585,0.5358
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.3,2.33,18.6,-.50,8.38,-3.6,6.04,-18","3.03,1.53,5.87,17.5,9.63,10.6,15.0,9.63",8,Constant,NA,8,3.418904543,0.2498
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-18,-27,-14,-5.2,-47,-46,-61","6.70,3.38,4.05,7.09,16.7,2.77,2.62,2.07",8,Sigmoid,0.594611883,0.92136991,-53.71904755,1.2931
SW1271_LUNG,SW 1271,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","18.5,-5.1,12.0,-5.1,-5.6,-23,-42,-67","16.2,2.29,1.62,15.2,.11,15.7,5.78,3.49",8,Sigmoid,3.219387293,3.491538525,-67.20754242,1.3744
SW1353_BONE,SW 1353,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.6,5.43,-7.9,-7.2,-26,-31,-35,-40",".86,5.04,7.61,21.7,4.13,8.03,4.38,10.4",8,Sigmoid,0.085772842,8,-35.92044067,1.5052
SW1417_LARGE_INTESTINE,SW1417,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.4,-11,17.3,21.9,17.3,-17,-77,-88","15.5,11.1,31.4,7.48,14.7,19.7,6.09,1.92",8,Linear,NA,0.202369855,-90.90943909,1.7389
SW1990_PANCREAS,SW 1990,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","4.04,1.79,-3.3,-6.0,-16,-24,-54,-70","8.95,12.5,5.03,7.00,3.44,.22,.87,2.45",8,Sigmoid,2.248495579,2.464826345,-71.0797348,1.7576
SW403_LARGE_INTESTINE,SW403,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.45,.81,5.17,9.26,6.60,-3.2,-2.4,-63","2.82,1.27,21.9,10.3,1.08,17.4,38.7,5.82",8,Sigmoid,2.592694044,3.408127546,-63.29858017,0.7067
SW48_LARGE_INTESTINE,SW48,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","28.7,-1.5,.50,8.35,18.9,-12,-39,-61","2.95,34.4,20.6,19.0,1.15,26.8,5.13,11.5",8,Sigmoid,1.630343795,3.640408278,-61.52953339,1.1192
SW480_LARGE_INTESTINE,SW480,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.0,-1.3,3.17,-3.5,-22,-30,-45,-68","10.3,5.31,16.5,5.41,3.45,5.65,4.48,5.62",8,Sigmoid,8.514180646,3.060894728,-67.37567902,1.3007
SW579_THYROID,SW579,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","2.10,9.43,-35,-11,-20,-36,-52,-60","6.85,7.03,51.1,2.20,8.92,1.96,9.41,.24",8,Sigmoid,0.74532342,2.799239397,-59.97565079,1.8535
SW620_LARGE_INTESTINE,SW620,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.7,23.2,7.12,25.7,-19,-16,-43,-71","4.63,8.26,2.31,1.79,10.9,.51,.19,2.34",8,Sigmoid,3.210813999,3.33095336,-70.85739899,1.2912
SW780_URINARY_TRACT,SW 780,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.22,-3.8,15.3,.54,-5.8,-15,-24,-59","8.87,1.28,1.36,10.3,1.21,13.0,9.81,3.24",8,Sigmoid,9.118242197,6.271085262,-58.12594986,0.5686
SW900_LUNG,SW 900,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","10.1,4.64,16.6,9.63,.030,-9.6,.94,-46","12.2,13.2,6.16,10.8,14.3,6.70,8.65,7.46",8,Sigmoid,8.684808579,8,-45.10765076,0.6137
T24_URINARY_TRACT,T24,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.6,3.68,-2.7,-10,-61,-59,-68,-77","12.8,2.51,.053,3.34,.43,3.71,3.84,1.76",8,Sigmoid,0.140099153,0.187229782,-70.48753357,2.9719
T3M10_LUNG,T3M-10,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.9,-21,10.1,-12,10.6,-8.5,-56,-78",".19,28.7,2.23,9.34,9.07,15.8,10.5,3.97",8,Sigmoid,1.80899775,2.203894615,-77.57253265,1.5229
T47D_BREAST,T-47D,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","9.54,4.32,-11,-7.7,-10,-34,-28,-55","11.7,2.22,21.6,6.85,2.35,7.76,10.5,12.9",8,Sigmoid,8.245346178,6.936302662,-51.97096252,1.4747
T84_LARGE_INTESTINE,T84,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-38,36.1,63.0,.94,-4.0,36.9,-3.7,-43",".49,38.0,43.0,44.8,13.1,18.7,16.2,20.9",8,Linear,NA,8,-45.08023834,0.8543
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.71,3.38,7.98,2.62,-23,-27,-49,-62","3.74,6.56,2.29,.93,1.80,1.59,.0014,1.06",8,Sigmoid,0.956895292,2.500907421,-61.72237778,1.4113
TC71_BONE,TC-71,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","3.68,-1.8,-.020,.89,-5.9,-5.1,-4.7,-29","2.03,4.06,2.36,2.14,5.40,4.24,2.75,21.4",8,Sigmoid,9.262372762,8,-29.17989731,0.2494
TCCSUP_URINARY_TRACT,TCCSUP,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".12,3.25,10.6,5.14,-16,-20,-20,-50","5.62,8.74,7.85,.74,4.31,2.44,5.64,2.11",8,Sigmoid,8.868867713,8,-48.25363922,0.7076
TE617T_SOFT_TISSUE,TE 617.T,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,-8.0,11.7,-11,-44,-35,-62,-86","18.3,11.5,18.6,22.9,13.5,31.1,1.04,.16",8,Sigmoid,1.716200709,0.900769174,-84.21498108,2.4682
TE9_OESOPHAGUS,TE-9,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.57,16.1,-2.6,3.26,-16,-8.2,-46,-59","11.9,19.6,6.16,7.62,.71,30.1,5.01,9.96",8,Sigmoid,0.960413575,3.309023142,-58.20835114,1.3055
TEN_ENDOMETRIUM,TEN,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.9,27.3,-6.5,13.7,-.13,20.9,-36,-29","17.7,4.83,9.28,15.9,0,3.43,5.43,6.83",8,Sigmoid,1.558937311,8,-33.70816422,0.67
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","34.9,37.8,-9.4,-22,20.8,1.02,8.71,-5.6","10.1,9.32,1.94,18.3,7.83,34.4,13.1,24.8",8,Constant,NA,8,13.28370571,0.09724
TOV112D_OVARY,TOV-112D,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.02,4.31,.27,-3.9,-24,-28,-44,-74","3.98,.50,.85,11.1,9.96,13.2,3.81,1.84",8,Sigmoid,8.636620012,2.930091619,-73.35230255,1.6093
TOV21G_OVARY,TOV-21G,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,5.52,-2.6,-33,-75,-79,-85,-87","7.41,13.2,2.96,.77,7.11,1.09,3.54,2.77",8,Sigmoid,0.098503537,0.117165424,-84.05503845,3.3561
TT2609C02_THYROID,TT2609-C02,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".98,7.04,-12,-26,-56,-71,-88,-88","21.4,7.20,20.9,3.89,4.51,5.54,2.40,2.94",8,Sigmoid,0.126574844,0.211189896,-89.15351105,3.237
TYKNU_OVARY,TYK-nu,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".86,22.4,-4.7,15.3,-35,-28,-41,-59","1.15,4.20,15.2,21.7,3.95,.91,5.54,7.32",8,Sigmoid,0.184060916,8,-42.57343674,1.3677
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","2.57,8.68,.95,2.21,-26,-33,-24,-54","1.44,10.7,5.85,18.5,8.05,6.39,4.18,4.40",8,Sigmoid,0.530091286,8,-49.61444855,1.1127
U2OS_BONE,U-2 OS,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","12.8,.65,17.2,9.60,1.82,-29,-40,-58","8.11,8.39,5.99,3.73,14.2,14.4,6.96,4.70",8,Sigmoid,0.973751724,3.86731267,-56.5340004,1.249
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.85,.034,6.14,2.11,-11,-34,-45,-60","3.29,3.80,2.66,10.5,10.8,11.3,.16,3.42",8,Sigmoid,1.001573086,3.274888515,-59.48569489,1.4162
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.10,8.37,18.9,5.27,-22,-31,-21,-67","2.68,4.59,4.19,1.57,33.7,19.7,24.9,7.45",8,Sigmoid,0.111117207,8,-42.37984085,1.2268
UACC257_SKIN,UACC-257,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.13,8.28,8.34,6.32,2.33,-27,-44,-70","4.44,10.1,.53,.65,8.61,2.84,8.67,3.49",8,Sigmoid,1.555260897,2.716838837,-68.9827652,1.2821
UACC62_SKIN,UACC-62,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","15.0,7.21,12.7,-2.8,-17,-40,-72,-86","1.36,2.39,10.6,.47,3.84,3.15,1.16,.67",8,Sigmoid,0.859439135,1.064698339,-87.58776093,2.0133
UACC812_BREAST,UACC-812,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,31.4,7.96,12.8,28.5,9.80,-5.5,-86","13.3,21.6,7.35,19.8,34.6,27.9,10.3,42.0",8,Constant,NA,8,-0.496263444,0.7273
UMUC3_URINARY_TRACT,UM-UC-3,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.17,4.18,-1.8,2.98,-5.8,-4.9,-26,-22","11.3,2.42,2.24,1.76,4.18,6.56,9.66,10.2",8,Sigmoid,1.041128755,8,-24.13259506,0.4746
VMRCLCD_LUNG,VMRC-LCD,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","24.8,18.1,27.5,18.9,30.7,-12,9.51,-34","23.0,2.89,38.0,25.1,15.2,30.8,1.01,5.75",8,Constant,NA,8,9.798256874,0.4546
VMRCRCW_KIDNEY,VMRC-RCW,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","5.97,1.45,-1.3,-5.8,-3.3,-11,-4.6,-18","10.8,20.9,5.47,8.43,28.2,12.9,16.9,.085",8,Constant,NA,8,-3.730820656,0.4277
VMRCRCZ_KIDNEY,VMRC-RCZ,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","9.18,4.11,-8.1,-11,-16,-29,-38,-58","14.3,25.8,28.8,27.6,7.84,18.1,4.88,5.64",8,Sigmoid,8.358953642,5.138931751,-56.15903854,1.7293
WM115_SKIN,WM-115,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","21.0,-7.3,15.5,21.8,-.099,-17,-7.5,-62","10.6,22.9,10.2,4.54,30.5,2.27,10.8,1.69",8,Linear,NA,2.809600731,-60.51701355,0.5653
WM1799_SKIN,WM1799,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.2,8.27,15.3,-29,-54,-61,-63,-70","19.3,15.1,23.5,2.68,3.87,1.02,.037,1.59",8,Sigmoid,0.07516177,0.206871137,-66.09871674,2.7048
WM2664_SKIN,WM-266-4,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.63,21.5,-.42,10.6,-19,-25,-79,-84","9.85,5.48,4.66,1.75,12.0,8.04,1.36,3.55",8,Sigmoid,1.028844476,1.220496655,-84.66272736,1.965
WM793_SKIN,WM-793,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.6,-.46,-3.1,-7.2,-32,-48,-68,-70",".39,8.13,11.9,8.19,13.7,5.65,10.0,2.02",8,Sigmoid,0.482985526,0.838038385,-70.09564209,2.3233
WM88_SKIN,WM-88,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.56,4.19,10.9,-7.8,-48,-71,-84,-93","3.88,.70,9.68,1.88,6.29,2.05,.51,.82",8,Sigmoid,0.23612763,0.311537147,-89.13110352,2.9728
WM983B_SKIN,WM-983B,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","15.5,-2.4,7.10,-14,-36,-66,-84,-90","9.68,3.08,1.78,5.95,22.0,.21,1.55,.51",8,Sigmoid,0.260754406,0.366968244,-89.70243073,3.6745
ZR751_BREAST,ZR-75-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","19.4,-3.3,31.9,53.7,21.5,11.4,-20,-60","6.94,2.01,14.0,14.6,22.7,61.7,30.1,18.0",8,Linear,NA,2.870313284,-60.07157898,0.5897
ZR7530_BREAST,ZR-75-30,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.67,-15,-11,-16,-24,-15,-39,-92","11.2,3.53,25.1,17.9,14.9,3.78,5.27,8.51",8,Sigmoid,8.98625651,3.597822189,-91.71688843,1.5955
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-30,-13,-.86,2.00,7.46,-30,-41,-80","3.92,11.5,7.91,4.88,2.00,1.50,4.63,1.97",8,Sigmoid,3.58612299,3.001203775,-79.52231598,1.3531
