CCLE name	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Notes	Source	Expression arrays	SNP arrays	Oncomap	Hybrid Capture Sequencing
RD_SOFT_TISSUE	RD		F	soft_tissue	rhabdomyosarcoma	embryonal		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B06_523544	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974	yes	yes
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F10_474668	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492	yes	yes
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Reh			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G12_454736	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274	yes	yes
RERFGC1B_STOMACH	RERF-GC-1B		M	stomach	carcinoma	NS		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D07_436562	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676	yes	yes
RERFLCAD1_LUNG	RERF-LC-Ad1		M	lung	carcinoma	adenocarcinoma		HSRRB	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D07_296074	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344	yes	yes
RERFLCAD2_LUNG	RERF-LC-Ad2		M	lung	carcinoma	adenocarcinoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C08_436518	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428	yes	yes
RERFLCAI_LUNG	RERF-LC-AI		M	lung	carcinoma	squamous_cell_carcinoma		RIKEN	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C12_241112	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718	yes	yes
RERFLCKJ_LUNG	RERF-LC-KJ		M	lung	carcinoma	non_small_cell_carcinoma		HSRRB	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F10_454704	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564	yes	yes
RERFLCMS_LUNG	RERF-LC-MS			lung	carcinoma	non_small_cell_carcinoma		HSRRB	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_G12_241208	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374	yes	yes
RERFLCSQ1_LUNG	RERF-LC-Sq1		F	lung	carcinoma	squamous_cell_carcinoma		HSRRB	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E07_240958	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332	yes	yes
RH18_SOFT_TISSUE	RH-18			soft_tissue	rhabdomyosarcoma	alveolar		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H03_474762		yes	
RH30_SOFT_TISSUE	RH-30		M	soft_tissue	rhabdomyosarcoma	alveolar	Identical lines: SJRH30 and RH30 share high SNP identity	DSMZ	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B02_779634	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390	yes	
RH41_SOFT_TISSUE	RH-41		F	soft_tissue	rhabdomyosarcoma	alveolar		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E05_523510	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574	yes	yes
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H01_523574	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498	yes	yes
RKN_SOFT_TISSUE	RKN		F	soft_tissue	leiomyosarcoma	NS		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C04_436542	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426	yes	yes
RKO_LARGE_INTESTINE	RKO			large_intestine	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G02_454712	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212	yes	yes
RL952_ENDOMETRIUM	RL95-2		F	endometrium	carcinoma	mixed_adenosquamous_carcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D11_241134	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142	yes	yes
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A07_296002	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694	yes	yes
RMGI_OVARY	RMG-I	RMG-1	F	ovary	carcinoma	clear_cell_carcinoma		HSRRB	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B10_257640	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748	yes	yes
RMUGS_OVARY	RMUG-S		F	ovary	carcinoma	adenocarcinoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B10_436606	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074	yes	yes
RPMI7951_SKIN	RPMI-7951		F	skin	malignant_melanoma	NS		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A06_569534	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456	yes	yes
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI 8226		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	Identical lines: RPMI 8226, COLO 775 and COLO-677 share high SNP identity and are likely to be RPMI 8226	ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F11_296130	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646	yes	yes
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI-8402		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C04_474596	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420	yes	yes
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS4;11		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_A07_241054	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678	yes	yes
RS5_PLEURA	RS-5		M	pleura	mesothelioma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B01_523464			yes
RT11284_URINARY_TRACT	RT112/84		F	urinary_tract	carcinoma	NS	RT112/84 is a clonal derivative of RT112	ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F04_569506	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352	yes	yes
RT112_URINARY_TRACT	RT-112		F	urinary_tract	carcinoma	transitional_cell_carcinoma	RT112/84 is a clonal derivative of RT112	DSMZ	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_C01_257646	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788	yes	yes
RT4_URINARY_TRACT	RT4		M	urinary_tract	carcinoma	transitional_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H02_296160	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276	yes	yes
RVH421_SKIN	RVH-421		M	skin	malignant_melanoma	NS		DSMZ	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A11_436612	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418	yes	
S117_SOFT_TISSUE	S-117		F	soft_tissue	sarcoma	NS		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D09_474700	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436	yes	yes
SALE_LUNG	SALE			lung	other	immortalized_epithelial		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A11_767946	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204		
SAOS2_BONE	Saos-2		F	bone	osteosarcoma	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E08_383690		yes	yes
SBC5_LUNG	SBC-5			lung	carcinoma	small_cell_carcinoma		HSRRB	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B03_240878	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746	yes	yes
SCABER_URINARY_TRACT	SCaBER		M	urinary_tract	carcinoma	transitional_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F03_296114	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038	yes	yes
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC-15		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A12_523608	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012	yes	yes
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC-25		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A02_523514	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296	yes	yes
SCC4_UPPER_AERODIGESTIVE_TRACT	SCC-4		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G07_383650	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996	yes	yes
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC-9		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E11_383702	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586	yes	yes
SCLC21H_LUNG	SCLC-21H		M	lung	carcinoma	small_cell_carcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A01_474586	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464	yes	yes
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A12_296012	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286	yes	yes
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Set-2		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia		DSMZ	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D07_587724	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698	yes	yes
SF126_CENTRAL_NERVOUS_SYSTEM	SF126			central_nervous_system	glioma	astrocytoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C07_436540	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418	yes	yes
SF172_CENTRAL_NERVOUS_SYSTEM	SF-172	SF172		central_nervous_system	glioma	astrocytoma_Grade_IV		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B04_767848	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200		
SF295_CENTRAL_NERVOUS_SYSTEM	SF-295			central_nervous_system	glioma	astrocytoma_Grade_IV		NCI/DCTD	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_B10_241084	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080	yes	yes
SF767_CENTRAL_NERVOUS_SYSTEM	SF767			central_nervous_system	glioma	astrocytoma_Grade_III		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C04_767784			
SH10TC_STOMACH	SH-10-TC			stomach	carcinoma	NS		RIKEN	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B01_419872	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000	yes	yes
SH4_SKIN	SH-4		F	skin	malignant_melanoma	NS		ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A11_698760	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404	yes	yes
SHP77_LUNG	SHP-77		M	lung	carcinoma	small_cell_carcinoma		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B02_474740	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636	yes	yes
SHSY5Y_AUTONOMIC_GANGLIA	SH-SY5Y		F	autonomic_ganglia	neuroblastoma	NS	Identical lines: SH-SY5Y is a subclone derived from SK-N-SH and is identical to LAN-5	ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D01_698752	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686	yes	yes
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G01_474646	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510	yes	yes
SIMA_AUTONOMIC_GANGLIA	SIMA		M	autonomic_ganglia	neuroblastoma	NS		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F05_474682	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504	yes	yes
SJRH30_SOFT_TISSUE	SJRH30		M	soft_tissue	rhabdomyosarcoma	NS	Identical lines: SJRH30 and RH30 share high SNP identity	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C07_383652	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314	yes	yes
SJSA1_BONE	SJSA-1		M	bone	osteosarcoma	NS		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C09_241106	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124	yes	yes
SKBR3_BREAST	SK-BR-3		F	breast	carcinoma	NS	Metastatic pair: SK-BR-3 and AU565 are from the same patient	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D06_383700	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336	yes	yes
SKCO1_LARGE_INTESTINE	SK-CO-1		M	large_intestine	carcinoma	adenocarcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_H03_569456	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294	yes	yes
SKES1_BONE	SK-ES-1		M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H04_383762	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952	yes	yes
SKHEP1_LIVER	SK-HEP-1		M	liver	carcinoma	adenocarcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G06_569542	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122	yes	yes
SKLMS1_SOFT_TISSUE	SK-LMS-1		F	soft_tissue	sarcoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G08_454744	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534	yes	yes
SKLU1_LUNG	SK-LU-1		F	lung	carcinoma	adenocarcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E06_241148	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162	yes	yes
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		HSRRB	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B06_454594	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638	yes	yes
SKMEL1_SKIN	SK-MEL-1		M	skin	malignant_melanoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F04_436458	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278	yes	yes
SKMEL24_SKIN	SK-MEL-24		M	skin	malignant_melanoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C11_240918	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A09_256018	yes	yes
SKMEL28_SKIN	SK-MEL-28		M	skin	malignant_melanoma	NS		ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A06_698750	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B12_246656	yes	yes
SKMEL2_SKIN	SK-MEL-2		M	skin	malignant_melanoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G12_241016	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730	yes	yes
SKMEL30_SKIN	SK-MEL-30		M	skin	malignant_melanoma	NS		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F04_296116	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F05_246738	yes	yes
SKMEL31_SKIN	SK-MEL-31		F	skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B09_454604	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548	yes	
SKMEL3_SKIN	SK-MEL-3		F	skin	malignant_melanoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E01_240946	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A12_293302	yes	yes
SKMEL5_SKIN	SK-MEL-5		F	skin	malignant_melanoma	NS		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B06_257632	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F02_246732	yes	yes
SKMES1_LUNG	SK-MES-1		M	lung	carcinoma	squamous_cell_carcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D01_241114	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H06_293458	yes	yes
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E08_523520	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F04_490502	yes	
SKNAS_AUTONOMIC_GANGLIA	SK-N-AS		F	autonomic_ganglia	neuroblastoma	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G03_383634	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C08_411042	yes	yes
SKNBE2_AUTONOMIC_GANGLIA	SK-N-BE(2)		M	autonomic_ganglia	neuroblastoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C06_454620	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394	yes	
SKNDZ_AUTONOMIC_GANGLIA	SK-N-DZ		F	autonomic_ganglia	neuroblastoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H04_454728	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G05_437368	yes	yes
SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	SK-N-F1	M	autonomic_ganglia	neuroblastoma	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G02_383638	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F10_410970	yes	yes
SKNMC_BONE	SK-N-MC		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C04_383648	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322	yes	yes
SKNSH_AUTONOMIC_GANGLIA	SK-N-SH		F	autonomic_ganglia	neuroblastoma	NS	Identical lines: SH-SY5Y is a subclone derived from SK-N-SH and is identical to LAN-5	ATCC	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F07_419790	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602	yes	yes
SKOV3_OVARY	SK-OV-3		F	ovary	carcinoma	adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A05_383732	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E07_464704	yes	yes
SKRC20_KIDNEY	SK-RC-20			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C03_767890			
SKRC31_KIDNEY	SK-RC 31			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B01_767942			
SKUT1_SOFT_TISSUE	SK-UT-1		F	soft_tissue	leiomyosarcoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G02_436512	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B10_437558	yes	yes
SLR20_KIDNEY	SLR 20			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D06_767962	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370		
SLR21_KIDNEY	SLR 21			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D02_767966	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364		
SLR23_KIDNEY	SLR 23			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A03_767956	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266		
SLR24_KIDNEY	SLR 24			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A09_767854			
SLR25_KIDNEY	SLR 25			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B10_767824	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206		
SLR26_KIDNEY	SLR 26			kidney	carcinoma	renal_cell_carcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C02_767920	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302		
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19		M	central_nervous_system	glioma	astrocytoma_Grade_IV	Identical lines: SNB-19 and U-251 MG share high SNP identity	DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B11_296034	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F04_293406	yes	
SNGM_ENDOMETRIUM	SNG-M		F	endometrium	carcinoma	adenocarcinoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C10_436514	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G08_437484	yes	yes
SNU1033_LARGE_INTESTINE	SNU-1033	NCI-SNU-1033	F	large_intestine	carcinoma	NS		KCLB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G01_698894		yes	yes
SNU1040_LARGE_INTESTINE	SNU-1040	NCI-SNU-1040	M	large_intestine	carcinoma	NS		KCLB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A01_587656	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806	yes	yes
SNU1041_UPPER_AERODIGESTIVE_TRACT	SNU-1041	NCI-SNU-1041		upper_aerodigestive_tract	carcinoma	NS		KCLB	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A08_569424		yes	yes
SNU1066_UPPER_AERODIGESTIVE_TRACT	SNU-1066	NCI-SNU-1066	M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		KCLB	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A07_569568		yes	yes
SNU1076_UPPER_AERODIGESTIVE_TRACT	SNU-1076	NCI-SNU-1076	M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		KCLB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A02_587604	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648	yes	yes
SNU1077_ENDOMETRIUM	SNU-1077	NCI-SNU-1077	F	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour		KCLB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F02_698930	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676	yes	yes
SNU1079_BILIARY_TRACT	SNU-1079	NCI-SNU-1079		biliary_tract	carcinoma	NS		KCLB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A10_587668	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668	yes	yes
SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU-1105	NCI-SNU-1105	M	central_nervous_system	glioma	astrocytoma_Grade_IV		KCLB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_B07_587548	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700	yes	yes
SNU1196_BILIARY_TRACT	SNU-1196	NCI-SNU-1196		biliary_tract	carcinoma	NS		KCLB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A09_587692	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696	yes	yes
SNU1197_LARGE_INTESTINE	SNU-1197	NCI-SNU-1197	M	large_intestine	carcinoma	NS		KCLB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C06_698904	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248	yes	yes
SNU119_OVARY	SNU-119	NCI-SNU-119	F	ovary	carcinoma	adenocarcinoma		KCLB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F12_698834	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620	yes	yes
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU-1214	NCI-SNU-1214	M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		KCLB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C03_698748	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686	yes	yes
